,username,gender,age,occupation,age,zipcode,password
5072,user5073,M,56,artist,56+,93950,youaresosmartifyoufiguredoutthispassword
5073,user5074,M,1,other or not specified,Under 18,20132,youaresosmartifyoufiguredoutthispassword
5074,user5075,M,50,doctor/health care,50-55,97470,youaresosmartifyoufiguredoutthispassword
5075,user5076,M,25,clerical/admin,25-34,19147,youaresosmartifyoufiguredoutthispassword
5076,user5077,M,25,artist,25-34,20037,youaresosmartifyoufiguredoutthispassword
5077,user5078,M,45,executive/managerial,45-49,19067,youaresosmartifyoufiguredoutthispassword
5078,user5079,M,25,college/grad student,25-34,70003,youaresosmartifyoufiguredoutthispassword
5079,user5080,F,50,programmer,50-55,95472,youaresosmartifyoufiguredoutthispassword
5080,user5081,F,18,college/grad student,18-24,19102,youaresosmartifyoufiguredoutthispassword
5081,user5082,M,35,academic/educator,35-44,23185,youaresosmartifyoufiguredoutthispassword
5082,user5083,M,25,college/grad student,25-34,16803,youaresosmartifyoufiguredoutthispassword
5083,user5084,M,18,college/grad student,18-24,10013,youaresosmartifyoufiguredoutthispassword
5084,user5085,M,56,technician/engineer,56+,75225,youaresosmartifyoufiguredoutthispassword
5085,user5086,M,25,academic/educator,25-34,23462,youaresosmartifyoufiguredoutthispassword
5086,user5087,F,25,doctor/health care,25-34,19102,youaresosmartifyoufiguredoutthispassword
5087,user5088,M,25,technician/engineer,25-34,38111,youaresosmartifyoufiguredoutthispassword
5088,user5089,F,35,self-employed,35-44,77027,youaresosmartifyoufiguredoutthispassword
5089,user5090,F,35,unemployed,35-44,75069,youaresosmartifyoufiguredoutthispassword
5090,user5091,M,25,technician/engineer,25-34,19810,youaresosmartifyoufiguredoutthispassword
5091,user5092,M,56,sales/marketing,56+,18954,youaresosmartifyoufiguredoutthispassword
5092,user5093,M,50,executive/managerial,50-55,19047,youaresosmartifyoufiguredoutthispassword
5093,user5094,M,18,K-12 student,18-24,67206,youaresosmartifyoufiguredoutthispassword
5094,user5095,F,35,academic/educator,35-44,23508,youaresosmartifyoufiguredoutthispassword
5095,user5096,M,25,lawyer,25-34,75206,youaresosmartifyoufiguredoutthispassword
5096,user5097,M,56,self-employed,56+,19131,youaresosmartifyoufiguredoutthispassword
5097,user5098,M,50,executive/managerial,50-55,19380,youaresosmartifyoufiguredoutthispassword
5098,user5099,M,18,other or not specified,18-24,02780,youaresosmartifyoufiguredoutthispassword
5099,user5100,M,50,doctor/health care,50-55,193122042,youaresosmartifyoufiguredoutthispassword
5100,user5101,M,25,other or not specified,25-34,90069,youaresosmartifyoufiguredoutthispassword
5101,user5102,M,25,programmer,25-34,90240,youaresosmartifyoufiguredoutthispassword
5102,user5103,F,35,self-employed,35-44,78222,youaresosmartifyoufiguredoutthispassword
5103,user5104,M,35,writer,35-44,19108,youaresosmartifyoufiguredoutthispassword
5104,user5105,M,50,executive/managerial,50-55,18977,youaresosmartifyoufiguredoutthispassword
5105,user5106,F,35,academic/educator,35-44,19348,youaresosmartifyoufiguredoutthispassword
5106,user5107,F,45,other or not specified,45-49,08081,youaresosmartifyoufiguredoutthispassword
5107,user5108,F,25,homemaker,25-34,93940,youaresosmartifyoufiguredoutthispassword
5108,user5109,F,45,doctor/health care,45-49,19802,youaresosmartifyoufiguredoutthispassword
5109,user5110,M,35,scientist,35-44,78250,youaresosmartifyoufiguredoutthispassword
5110,user5111,M,35,artist,35-44,78006,youaresosmartifyoufiguredoutthispassword
5111,user5112,M,35,retired,35-44,89128,youaresosmartifyoufiguredoutthispassword
5112,user5113,M,25,other or not specified,25-34,55408,youaresosmartifyoufiguredoutthispassword
5113,user5114,F,1,K-12 student,Under 18,22932,youaresosmartifyoufiguredoutthispassword
5114,user5115,M,56,programmer,56+,02143,youaresosmartifyoufiguredoutthispassword
5115,user5116,M,35,doctor/health care,35-44,95521,youaresosmartifyoufiguredoutthispassword
5116,user5117,F,25,other or not specified,25-34,70118,youaresosmartifyoufiguredoutthispassword
5117,user5118,M,1,K-12 student,Under 18,95123,youaresosmartifyoufiguredoutthispassword
5118,user5119,F,25,other or not specified,25-34,10011,youaresosmartifyoufiguredoutthispassword
5119,user5120,M,50,executive/managerial,50-55,80302,youaresosmartifyoufiguredoutthispassword
5120,user5121,M,25,executive/managerial,25-34,91608,youaresosmartifyoufiguredoutthispassword
5121,user5122,M,25,other or not specified,25-34,20009,youaresosmartifyoufiguredoutthispassword
5122,user5123,M,50,programmer,50-55,34761,youaresosmartifyoufiguredoutthispassword
5123,user5124,M,35,artist,35-44,20818,youaresosmartifyoufiguredoutthispassword
5124,user5125,M,45,other or not specified,45-49,10016,youaresosmartifyoufiguredoutthispassword
5125,user5126,M,25,lawyer,25-34,02453,youaresosmartifyoufiguredoutthispassword
5126,user5127,M,45,customer service,45-49,98502,youaresosmartifyoufiguredoutthispassword
5127,user5128,M,50,executive/managerial,50-55,94709,youaresosmartifyoufiguredoutthispassword
5128,user5129,M,45,technician/engineer,45-49,40515,youaresosmartifyoufiguredoutthispassword
5129,user5130,F,50,academic/educator,50-55,33149,youaresosmartifyoufiguredoutthispassword
5130,user5131,F,25,academic/educator,25-34,77707,youaresosmartifyoufiguredoutthispassword
5131,user5132,M,35,executive/managerial,35-44,77565,youaresosmartifyoufiguredoutthispassword
5132,user5133,M,18,lawyer,18-24,10028,youaresosmartifyoufiguredoutthispassword
5133,user5134,M,25,technician/engineer,25-34,95014,youaresosmartifyoufiguredoutthispassword
5134,user5135,M,35,executive/managerial,35-44,64055,youaresosmartifyoufiguredoutthispassword
5135,user5136,M,25,programmer,25-34,91106,youaresosmartifyoufiguredoutthispassword
5136,user5137,M,18,tradesman/craftsman,18-24,65265,youaresosmartifyoufiguredoutthispassword
5137,user5138,M,25,technician/engineer,25-34,35205,youaresosmartifyoufiguredoutthispassword
5138,user5139,M,50,self-employed,50-55,12866,youaresosmartifyoufiguredoutthispassword
5139,user5140,M,25,doctor/health care,25-34,35205,youaresosmartifyoufiguredoutthispassword
5140,user5141,M,18,technician/engineer,18-24,55423,youaresosmartifyoufiguredoutthispassword
5141,user5142,M,25,academic/educator,25-34,92101,youaresosmartifyoufiguredoutthispassword
5142,user5143,M,18,college/grad student,18-24,44502,youaresosmartifyoufiguredoutthispassword
5143,user5144,F,50,other or not specified,50-55,66762,youaresosmartifyoufiguredoutthispassword
5144,user5145,M,35,executive/managerial,35-44,77565-2332,youaresosmartifyoufiguredoutthispassword
5145,user5146,M,56,academic/educator,56+,04240,youaresosmartifyoufiguredoutthispassword
5146,user5147,M,18,other or not specified,18-24,48314,youaresosmartifyoufiguredoutthispassword
5147,user5148,M,25,writer,25-34,98101,youaresosmartifyoufiguredoutthispassword
5148,user5149,M,35,academic/educator,35-44,10012,youaresosmartifyoufiguredoutthispassword
5149,user5150,M,25,clerical/admin,25-34,98034,youaresosmartifyoufiguredoutthispassword
5150,user5151,M,18,unemployed,18-24,30662,youaresosmartifyoufiguredoutthispassword
5151,user5152,F,25,college/grad student,25-34,44406,youaresosmartifyoufiguredoutthispassword
5152,user5153,M,25,executive/managerial,25-34,60046,youaresosmartifyoufiguredoutthispassword
5153,user5154,M,25,self-employed,25-34,20007,youaresosmartifyoufiguredoutthispassword
5154,user5155,M,25,self-employed,25-34,33301,youaresosmartifyoufiguredoutthispassword
5155,user5156,M,18,sales/marketing,18-24,10024,youaresosmartifyoufiguredoutthispassword
5156,user5157,M,35,academic/educator,35-44,74012,youaresosmartifyoufiguredoutthispassword
5157,user5158,F,18,college/grad student,18-24,44509,youaresosmartifyoufiguredoutthispassword
5158,user5159,M,35,executive/managerial,35-44,37027,youaresosmartifyoufiguredoutthispassword
5159,user5160,F,18,college/grad student,18-24,90066,youaresosmartifyoufiguredoutthispassword
5160,user5161,M,25,college/grad student,25-34,30052,youaresosmartifyoufiguredoutthispassword
5161,user5162,M,25,technician/engineer,25-34,94043,youaresosmartifyoufiguredoutthispassword
5162,user5163,M,45,doctor/health care,45-49,53216,youaresosmartifyoufiguredoutthispassword
5163,user5164,F,35,technician/engineer,35-44,91107,youaresosmartifyoufiguredoutthispassword
5164,user5165,M,35,doctor/health care,35-44,91103,youaresosmartifyoufiguredoutthispassword
5165,user5166,M,50,doctor/health care,50-55,42420,youaresosmartifyoufiguredoutthispassword
5166,user5167,M,18,scientist,18-24,06114,youaresosmartifyoufiguredoutthispassword
5167,user5168,M,35,executive/managerial,35-44,01720,youaresosmartifyoufiguredoutthispassword
5168,user5169,F,50,college/grad student,50-55,53562,youaresosmartifyoufiguredoutthispassword
5169,user5170,M,18,college/grad student,18-24,63141,youaresosmartifyoufiguredoutthispassword
5170,user5171,M,56,technician/engineer,56+,92009,youaresosmartifyoufiguredoutthispassword
5171,user5172,F,35,lawyer,35-44,05602,youaresosmartifyoufiguredoutthispassword
5172,user5173,M,1,K-12 student,Under 18,60423,youaresosmartifyoufiguredoutthispassword
5173,user5174,M,45,academic/educator,45-49,45208,youaresosmartifyoufiguredoutthispassword
5174,user5175,F,35,homemaker,35-44,33445,youaresosmartifyoufiguredoutthispassword
5175,user5176,M,1,K-12 student,Under 18,60423,youaresosmartifyoufiguredoutthispassword
5176,user5177,M,45,sales/marketing,45-49,30005,youaresosmartifyoufiguredoutthispassword
5177,user5178,M,50,other or not specified,50-55,45420,youaresosmartifyoufiguredoutthispassword
5178,user5179,M,25,programmer,25-34,94110,youaresosmartifyoufiguredoutthispassword
5179,user5180,M,35,lawyer,35-44,85044,youaresosmartifyoufiguredoutthispassword
5180,user5181,M,25,executive/managerial,25-34,19003,youaresosmartifyoufiguredoutthispassword
5181,user5182,F,35,executive/managerial,35-44,55441,youaresosmartifyoufiguredoutthispassword
5182,user5183,F,18,writer,18-24,45202,youaresosmartifyoufiguredoutthispassword
5183,user5184,M,18,writer,18-24,67212,youaresosmartifyoufiguredoutthispassword
5184,user5185,F,35,college/grad student,35-44,44485,youaresosmartifyoufiguredoutthispassword
5185,user5186,M,35,programmer,35-44,96555,youaresosmartifyoufiguredoutthispassword
5186,user5187,M,18,self-employed,18-24,06510,youaresosmartifyoufiguredoutthispassword
5187,user5188,F,35,homemaker,35-44,44406,youaresosmartifyoufiguredoutthispassword
5188,user5189,F,45,executive/managerial,45-49,80304,youaresosmartifyoufiguredoutthispassword
5189,user5190,F,35,other or not specified,35-44,85024,youaresosmartifyoufiguredoutthispassword
5190,user5191,F,25,college/grad student,25-34,55455,youaresosmartifyoufiguredoutthispassword
5191,user5192,M,25,executive/managerial,25-34,80303,youaresosmartifyoufiguredoutthispassword
5192,user5193,M,35,programmer,35-44,14619,youaresosmartifyoufiguredoutthispassword
5193,user5194,M,25,executive/managerial,25-34,55409,youaresosmartifyoufiguredoutthispassword
5194,user5195,M,35,executive/managerial,35-44,80304,youaresosmartifyoufiguredoutthispassword
5195,user5196,M,56,executive/managerial,56+,20814,youaresosmartifyoufiguredoutthispassword
5196,user5197,F,56,clerical/admin,56+,75001,youaresosmartifyoufiguredoutthispassword
5197,user5198,F,18,college/grad student,18-24,55118,youaresosmartifyoufiguredoutthispassword
5198,user5199,F,25,academic/educator,25-34,35243,youaresosmartifyoufiguredoutthispassword
5199,user5200,F,35,scientist,35-44,43065,youaresosmartifyoufiguredoutthispassword
5200,user5201,M,50,executive/managerial,50-55,95376,youaresosmartifyoufiguredoutthispassword
5201,user5202,M,18,college/grad student,18-24,02871,youaresosmartifyoufiguredoutthispassword
5202,user5203,F,45,doctor/health care,45-49,01545,youaresosmartifyoufiguredoutthispassword
5203,user5204,M,50,retired,50-55,56342,youaresosmartifyoufiguredoutthispassword
5204,user5205,M,25,academic/educator,25-34,02908,youaresosmartifyoufiguredoutthispassword
5205,user5206,M,35,executive/managerial,35-44,91302,youaresosmartifyoufiguredoutthispassword
5206,user5207,M,25,other or not specified,25-34,98102,youaresosmartifyoufiguredoutthispassword
5207,user5208,M,25,college/grad student,25-34,55455,youaresosmartifyoufiguredoutthispassword
5208,user5209,M,50,academic/educator,50-55,46077,youaresosmartifyoufiguredoutthispassword
5209,user5210,F,35,technician/engineer,35-44,60618,youaresosmartifyoufiguredoutthispassword
5210,user5211,M,25,academic/educator,25-34,40214,youaresosmartifyoufiguredoutthispassword
5211,user5212,M,18,artist,18-24,90025,youaresosmartifyoufiguredoutthispassword
5212,user5213,M,18,other or not specified,18-24,31211,youaresosmartifyoufiguredoutthispassword
5213,user5214,F,35,homemaker,35-44,07452,youaresosmartifyoufiguredoutthispassword
5214,user5215,F,56,doctor/health care,56+,91941,youaresosmartifyoufiguredoutthispassword
5215,user5216,M,18,artist,18-24,81291,youaresosmartifyoufiguredoutthispassword
5216,user5217,M,25,technician/engineer,25-34,01060,youaresosmartifyoufiguredoutthispassword
5217,user5218,M,18,other or not specified,18-24,89129,youaresosmartifyoufiguredoutthispassword
5218,user5219,M,18,college/grad student,18-24,94706,youaresosmartifyoufiguredoutthispassword
5219,user5220,M,25,executive/managerial,25-34,91436,youaresosmartifyoufiguredoutthispassword
5220,user5221,F,56,academic/educator,56+,96734,youaresosmartifyoufiguredoutthispassword
5221,user5222,M,25,programmer,25-34,94501,youaresosmartifyoufiguredoutthispassword
5222,user5223,M,56,K-12 student,56+,11361,youaresosmartifyoufiguredoutthispassword
5223,user5224,M,35,academic/educator,35-44,10016,youaresosmartifyoufiguredoutthispassword
5224,user5225,M,18,college/grad student,18-24,55120,youaresosmartifyoufiguredoutthispassword
5225,user5226,M,35,other or not specified,35-44,98122,youaresosmartifyoufiguredoutthispassword
5226,user5227,M,18,K-12 student,18-24,64050,youaresosmartifyoufiguredoutthispassword
5227,user5228,M,1,other or not specified,Under 18,75070,youaresosmartifyoufiguredoutthispassword
5228,user5229,M,25,other or not specified,25-34,60173,youaresosmartifyoufiguredoutthispassword
5229,user5230,M,25,programmer,25-34,91104,youaresosmartifyoufiguredoutthispassword
5230,user5231,M,35,executive/managerial,35-44,92506,youaresosmartifyoufiguredoutthispassword
5231,user5232,M,25,college/grad student,25-34,14607,youaresosmartifyoufiguredoutthispassword
5232,user5233,M,25,customer service,25-34,97213,youaresosmartifyoufiguredoutthispassword
5233,user5234,F,25,other or not specified,25-34,60657,youaresosmartifyoufiguredoutthispassword
5234,user5235,M,25,college/grad student,25-34,14607,youaresosmartifyoufiguredoutthispassword
5235,user5236,M,25,sales/marketing,25-34,46268,youaresosmartifyoufiguredoutthispassword
5236,user5237,M,25,executive/managerial,25-34,55441,youaresosmartifyoufiguredoutthispassword
5237,user5238,F,50,self-employed,50-55,07462,youaresosmartifyoufiguredoutthispassword
5238,user5239,M,35,executive/managerial,35-44,07043,youaresosmartifyoufiguredoutthispassword
5239,user5240,F,25,other or not specified,25-34,94104,youaresosmartifyoufiguredoutthispassword
5240,user5241,F,25,college/grad student,25-34,02138,youaresosmartifyoufiguredoutthispassword
5241,user5242,M,25,academic/educator,25-34,14608,youaresosmartifyoufiguredoutthispassword
5242,user5243,M,1,K-12 student,Under 18,54220,youaresosmartifyoufiguredoutthispassword
5243,user5244,M,18,college/grad student,18-24,01095,youaresosmartifyoufiguredoutthispassword
5244,user5245,F,45,academic/educator,45-49,27615,youaresosmartifyoufiguredoutthispassword
5245,user5246,F,18,other or not specified,18-24,64030,youaresosmartifyoufiguredoutthispassword
5246,user5247,F,1,K-12 student,Under 18,01915,youaresosmartifyoufiguredoutthispassword
5247,user5248,F,45,sales/marketing,45-49,22206,youaresosmartifyoufiguredoutthispassword
5248,user5249,F,45,sales/marketing,45-49,75006,youaresosmartifyoufiguredoutthispassword
5249,user5250,M,50,doctor/health care,50-55,01545,youaresosmartifyoufiguredoutthispassword
5250,user5251,F,25,technician/engineer,25-34,97330,youaresosmartifyoufiguredoutthispassword
5251,user5252,M,25,writer,25-34,60622,youaresosmartifyoufiguredoutthispassword
5252,user5253,F,56,retired,56+,02838,youaresosmartifyoufiguredoutthispassword
5253,user5254,M,18,college/grad student,18-24,32606,youaresosmartifyoufiguredoutthispassword
5254,user5255,M,1,K-12 student,Under 18,55305,youaresosmartifyoufiguredoutthispassword
5255,user5256,M,25,self-employed,25-34,30269,youaresosmartifyoufiguredoutthispassword
5256,user5257,F,25,artist,25-34,10019,youaresosmartifyoufiguredoutthispassword
5257,user5258,M,35,college/grad student,35-44,58369,youaresosmartifyoufiguredoutthispassword
5258,user5259,M,25,doctor/health care,25-34,94404,youaresosmartifyoufiguredoutthispassword
5259,user5260,M,35,executive/managerial,35-44,78705,youaresosmartifyoufiguredoutthispassword
5260,user5261,M,35,programmer,35-44,10025,youaresosmartifyoufiguredoutthispassword
5261,user5262,F,25,sales/marketing,25-34,46220,youaresosmartifyoufiguredoutthispassword
5262,user5263,M,35,executive/managerial,35-44,40601,youaresosmartifyoufiguredoutthispassword
5263,user5264,M,18,college/grad student,18-24,15217,youaresosmartifyoufiguredoutthispassword
5264,user5265,M,45,academic/educator,45-49,97405,youaresosmartifyoufiguredoutthispassword
5265,user5266,M,35,academic/educator,35-44,42718,youaresosmartifyoufiguredoutthispassword
5266,user5267,M,35,executive/managerial,35-44,20191,youaresosmartifyoufiguredoutthispassword
5267,user5268,F,25,artist,25-34,68502,youaresosmartifyoufiguredoutthispassword
5268,user5269,M,18,other or not specified,18-24,37211,youaresosmartifyoufiguredoutthispassword
5269,user5270,M,25,programmer,25-34,87571,youaresosmartifyoufiguredoutthispassword
5270,user5271,F,25,other or not specified,25-34,94110,youaresosmartifyoufiguredoutthispassword
5271,user5272,M,25,executive/managerial,25-34,90210,youaresosmartifyoufiguredoutthispassword
5272,user5273,M,56,writer,56+,91030,youaresosmartifyoufiguredoutthispassword
5273,user5274,M,25,other or not specified,25-34,60611,youaresosmartifyoufiguredoutthispassword
5274,user5275,M,25,technician/engineer,25-34,60611,youaresosmartifyoufiguredoutthispassword
5275,user5276,F,25,college/grad student,25-34,91740,youaresosmartifyoufiguredoutthispassword
5276,user5277,M,25,writer,25-34,91740,youaresosmartifyoufiguredoutthispassword
5277,user5278,F,25,executive/managerial,25-34,55122,youaresosmartifyoufiguredoutthispassword
5278,user5279,F,25,sales/marketing,25-34,55418,youaresosmartifyoufiguredoutthispassword
5279,user5280,M,18,college/grad student,18-24,12604,youaresosmartifyoufiguredoutthispassword
5280,user5281,M,25,artist,25-34,90210,youaresosmartifyoufiguredoutthispassword
5281,user5282,F,18,college/grad student,18-24,63146,youaresosmartifyoufiguredoutthispassword
5282,user5283,M,18,artist,18-24,63138,youaresosmartifyoufiguredoutthispassword
5283,user5284,M,25,self-employed,25-34,55426,youaresosmartifyoufiguredoutthispassword
5284,user5285,M,18,college/grad student,18-24,55410,youaresosmartifyoufiguredoutthispassword
5285,user5286,M,45,self-employed,45-49,97068,youaresosmartifyoufiguredoutthispassword
5286,user5287,M,25,farmer,25-34,85203,youaresosmartifyoufiguredoutthispassword
5287,user5288,M,56,retired,56+,94114,youaresosmartifyoufiguredoutthispassword
5288,user5289,M,45,artist,45-49,94102,youaresosmartifyoufiguredoutthispassword
5289,user5290,F,18,college/grad student,18-24,60613,youaresosmartifyoufiguredoutthispassword
5290,user5291,M,45,academic/educator,45-49,44406,youaresosmartifyoufiguredoutthispassword
5291,user5292,M,25,other or not specified,25-34,97401,youaresosmartifyoufiguredoutthispassword
5292,user5293,M,25,programmer,25-34,95030,youaresosmartifyoufiguredoutthispassword
5293,user5294,M,25,artist,25-34,60626,youaresosmartifyoufiguredoutthispassword
5294,user5295,M,35,executive/managerial,35-44,55124,youaresosmartifyoufiguredoutthispassword
5295,user5296,F,1,other or not specified,Under 18,27245,youaresosmartifyoufiguredoutthispassword
5296,user5297,M,25,programmer,25-34,19067,youaresosmartifyoufiguredoutthispassword
5297,user5298,M,35,technician/engineer,35-44,55126,youaresosmartifyoufiguredoutthispassword
5298,user5299,M,25,artist,25-34,43202,youaresosmartifyoufiguredoutthispassword
5299,user5300,M,25,writer,25-34,94111,youaresosmartifyoufiguredoutthispassword
5300,user5301,M,25,technician/engineer,25-34,00693,youaresosmartifyoufiguredoutthispassword
5301,user5302,F,1,K-12 student,Under 18,02332,youaresosmartifyoufiguredoutthispassword
5302,user5303,F,56,doctor/health care,56+,45504,youaresosmartifyoufiguredoutthispassword
5303,user5304,F,35,homemaker,35-44,55410,youaresosmartifyoufiguredoutthispassword
5304,user5305,F,18,college/grad student,18-24,95602,youaresosmartifyoufiguredoutthispassword
5305,user5306,F,25,technician/engineer,25-34,92121,youaresosmartifyoufiguredoutthispassword
5306,user5307,M,25,customer service,25-34,85281,youaresosmartifyoufiguredoutthispassword
5307,user5308,M,56,executive/managerial,56+,27410,youaresosmartifyoufiguredoutthispassword
5308,user5309,M,25,other or not specified,25-34,02478,youaresosmartifyoufiguredoutthispassword
5309,user5310,F,56,academic/educator,56+,60605,youaresosmartifyoufiguredoutthispassword
5310,user5311,M,50,other or not specified,50-55,62025-8000,youaresosmartifyoufiguredoutthispassword
5311,user5312,M,25,academic/educator,25-34,10463,youaresosmartifyoufiguredoutthispassword
5312,user5313,M,56,other or not specified,56+,55406,youaresosmartifyoufiguredoutthispassword
5313,user5314,F,25,other or not specified,25-34,94107,youaresosmartifyoufiguredoutthispassword
5314,user5315,M,25,programmer,25-34,22903,youaresosmartifyoufiguredoutthispassword
5315,user5316,M,18,college/grad student,18-24,55104,youaresosmartifyoufiguredoutthispassword
5316,user5317,F,25,other or not specified,25-34,02138,youaresosmartifyoufiguredoutthispassword
5317,user5318,M,18,technician/engineer,18-24,98122,youaresosmartifyoufiguredoutthispassword
5318,user5319,M,18,technician/engineer,18-24,94941,youaresosmartifyoufiguredoutthispassword
5319,user5320,F,18,customer service,18-24,43201,youaresosmartifyoufiguredoutthispassword
5320,user5321,M,25,college/grad student,25-34,02457,youaresosmartifyoufiguredoutthispassword
5321,user5322,M,35,technician/engineer,35-44,97330,youaresosmartifyoufiguredoutthispassword
5322,user5323,M,25,writer,25-34,94122,youaresosmartifyoufiguredoutthispassword
5323,user5324,M,25,executive/managerial,25-34,02150,youaresosmartifyoufiguredoutthispassword
5324,user5325,F,50,executive/managerial,50-55,86001,youaresosmartifyoufiguredoutthispassword
5325,user5326,M,25,artist,25-34,55408,youaresosmartifyoufiguredoutthispassword
5326,user5327,M,25,executive/managerial,25-34,55408,youaresosmartifyoufiguredoutthispassword
5327,user5328,F,25,college/grad student,25-34,91740,youaresosmartifyoufiguredoutthispassword
5328,user5329,F,25,customer service,25-34,91773,youaresosmartifyoufiguredoutthispassword
5329,user5330,F,25,other or not specified,25-34,19143,youaresosmartifyoufiguredoutthispassword
5330,user5331,M,35,sales/marketing,35-44,06880,youaresosmartifyoufiguredoutthispassword
5331,user5332,M,18,college/grad student,18-24,30332,youaresosmartifyoufiguredoutthispassword
5332,user5333,F,25,executive/managerial,25-34,02332,youaresosmartifyoufiguredoutthispassword
5333,user5334,F,56,retired,56+,46140,youaresosmartifyoufiguredoutthispassword
5334,user5335,M,25,sales/marketing,25-34,75093,youaresosmartifyoufiguredoutthispassword
5335,user5336,M,56,executive/managerial,56+,75041,youaresosmartifyoufiguredoutthispassword
5336,user5337,F,35,clerical/admin,35-44,02725-1010,youaresosmartifyoufiguredoutthispassword
5337,user5338,M,25,technician/engineer,25-34,27609,youaresosmartifyoufiguredoutthispassword
5338,user5339,M,18,technician/engineer,18-24,60193,youaresosmartifyoufiguredoutthispassword
5339,user5340,F,50,clerical/admin,50-55,95032,youaresosmartifyoufiguredoutthispassword
5340,user5341,F,25,clerical/admin,25-34,85018,youaresosmartifyoufiguredoutthispassword
5341,user5342,F,35,executive/managerial,35-44,22039,youaresosmartifyoufiguredoutthispassword
5342,user5343,F,25,homemaker,25-34,60201,youaresosmartifyoufiguredoutthispassword
5343,user5344,F,50,academic/educator,50-55,98177,youaresosmartifyoufiguredoutthispassword
5344,user5345,F,25,technician/engineer,25-34,80003,youaresosmartifyoufiguredoutthispassword
5345,user5346,F,25,clerical/admin,25-34,97330,youaresosmartifyoufiguredoutthispassword
5346,user5347,M,25,doctor/health care,25-34,53705,youaresosmartifyoufiguredoutthispassword
5347,user5348,M,18,customer service,18-24,55414,youaresosmartifyoufiguredoutthispassword
5348,user5349,F,50,artist,50-55,97424,youaresosmartifyoufiguredoutthispassword
5349,user5350,M,18,customer service,18-24,55344,youaresosmartifyoufiguredoutthispassword
5350,user5351,F,45,academic/educator,45-49,85259,youaresosmartifyoufiguredoutthispassword
5351,user5352,F,35,customer service,35-44,55306,youaresosmartifyoufiguredoutthispassword
5352,user5353,M,25,doctor/health care,25-34,77030,youaresosmartifyoufiguredoutthispassword
5353,user5354,F,45,clerical/admin,45-49,78759,youaresosmartifyoufiguredoutthispassword
5354,user5355,M,56,other or not specified,56+,78232,youaresosmartifyoufiguredoutthispassword
5355,user5356,M,45,other or not specified,45-49,78703,youaresosmartifyoufiguredoutthispassword
5356,user5357,F,18,writer,18-24,60123,youaresosmartifyoufiguredoutthispassword
5357,user5358,M,35,executive/managerial,35-44,10625,youaresosmartifyoufiguredoutthispassword
5358,user5359,M,18,self-employed,18-24,27705,youaresosmartifyoufiguredoutthispassword
5359,user5360,M,18,programmer,18-24,43650,youaresosmartifyoufiguredoutthispassword
5360,user5361,F,50,self-employed,50-55,92026,youaresosmartifyoufiguredoutthispassword
5361,user5362,M,35,retired,35-44,63130,youaresosmartifyoufiguredoutthispassword
5362,user5363,M,56,retired,56+,30673,youaresosmartifyoufiguredoutthispassword
5363,user5364,F,25,clerical/admin,25-34,55408,youaresosmartifyoufiguredoutthispassword
5364,user5365,M,18,programmer,18-24,90250,youaresosmartifyoufiguredoutthispassword
5365,user5366,M,18,programmer,18-24,90045,youaresosmartifyoufiguredoutthispassword
5366,user5367,M,18,college/grad student,18-24,55344,youaresosmartifyoufiguredoutthispassword
5367,user5368,F,25,technician/engineer,25-34,20120,youaresosmartifyoufiguredoutthispassword
5368,user5369,M,25,scientist,25-34,02139,youaresosmartifyoufiguredoutthispassword
5369,user5370,M,25,programmer,25-34,98074,youaresosmartifyoufiguredoutthispassword
5370,user5371,M,25,lawyer,25-34,55408,youaresosmartifyoufiguredoutthispassword
5371,user5372,M,25,college/grad student,25-34,10549,youaresosmartifyoufiguredoutthispassword
5372,user5373,M,18,programmer,18-24,55112,youaresosmartifyoufiguredoutthispassword
5373,user5374,M,35,executive/managerial,35-44,38018,youaresosmartifyoufiguredoutthispassword
5374,user5375,M,25,other or not specified,25-34,02131,youaresosmartifyoufiguredoutthispassword
5375,user5376,M,25,technician/engineer,25-34,94538,youaresosmartifyoufiguredoutthispassword
5376,user5377,F,18,clerical/admin,18-24,10017,youaresosmartifyoufiguredoutthispassword
5377,user5378,M,35,tradesman/craftsman,35-44,10463,youaresosmartifyoufiguredoutthispassword
5378,user5379,M,25,executive/managerial,25-34,84095,youaresosmartifyoufiguredoutthispassword
5379,user5380,M,18,college/grad student,18-24,01125,youaresosmartifyoufiguredoutthispassword
5380,user5381,M,25,sales/marketing,25-34,10009,youaresosmartifyoufiguredoutthispassword
5381,user5382,M,18,college/grad student,18-24,07461,youaresosmartifyoufiguredoutthispassword
5382,user5383,M,35,academic/educator,35-44,55430,youaresosmartifyoufiguredoutthispassword
5383,user5384,F,25,clerical/admin,25-34,94117,youaresosmartifyoufiguredoutthispassword
5384,user5385,M,25,programmer,25-34,85226,youaresosmartifyoufiguredoutthispassword
5385,user5386,M,25,sales/marketing,25-34,60045,youaresosmartifyoufiguredoutthispassword
5386,user5387,F,25,academic/educator,25-34,45056,youaresosmartifyoufiguredoutthispassword
5387,user5388,F,18,college/grad student,18-24,10580,youaresosmartifyoufiguredoutthispassword
5388,user5389,M,45,executive/managerial,45-49,01905,youaresosmartifyoufiguredoutthispassword
5389,user5390,M,1,other or not specified,Under 18,78130,youaresosmartifyoufiguredoutthispassword
5390,user5391,M,25,executive/managerial,25-34,10016,youaresosmartifyoufiguredoutthispassword
